year,state,tot_imprisoned,tot_black_imprisoned,tot_white_imprisoned
2006,FL,1637.25,5032.70,1170.96
2006,GA,1713.42,4309.63,1119.19
2006,AZ,1272.52,3870.23,1045.95
2006,NE,1249.89,78043.00,1016.48
2006,VA,1667.02,5803.69,985.68
2006,MO,1215.57,11144.40,983.43
2006,TN,1180.50,5244.93,976.20
2006,LA,1925.63,3457.88,953.32
2006,CA,1077.67,4536.07,888.37
2006,IN,966.63,10117.91,882.17
2006,AL,1311.38,3237.86,848.39
2006,OR,868.32,4216.48,840.98
2006,CO,1104.05,6464.88,814.48
2006,MI,960.26,7200.96,807.41
2006,WY,965.82,6582.33,807.19
2006,WV,827.09,9461.26,764.59
2006,WA,735.70,4207.89,677.67
2006,SD,847.98,6426.30,677.63
2006,WI,821.09,9844.22,639.46
2006,SC,1213.56,2567.34,599.66
2006,PA,815.50,7065.17,590.63
2006,IL,737.89,6790.76,563.10
2006,MD,996.65,3331.48,514.08
2006,MS,1778.53,1690.22,511.56
2006,NC,820.90,3431.69,492.56
2006,NY,626.62,4439.76,407.25
2006,IA,445.12,5102.95,398.33
2006,NV,1183.26,1416.52,378.89
2006,MN,507.40,4537.54,367.48
2006,ND,542.83,5738.55,357.96
2006,ID,411.69,2618.06,322.37
2006,KS,424.99,8834.27,319.80
2006,NJ,807.28,3779.03,314.33
2006,RI,347.28,2356.80,250.50
2006,AR,320.71,1318.29,243.97
2006,MT,270.54,4123.35,243.84
2006,HI,306.52,656.90,214.66
2006,MA,337.21,1830.02,202.21
2006,NH,492.65,1929.86,196.19
2006,OH,755.93,3557.71,191.95
2006,AK,182.92,175.42,189.54
2006,ME,400.38,1197.42,151.36
2006,DC,868.59,1387.11,50.43
2007,UT,1738.91,21337.86,1594.40
2007,NM,1387.55,13696.57,1420.81
2007,TX,2113.46,10881.81,1336.16
2007,KY,1501.81,12499.05,1323.79
2007,LA,1957.96,3521.94,1227.93
2007,FL,1684.34,5102.28,1202.91
2007,OK,1380.83,7637.40,1170.90
2007,GA,1745.24,4326.92,1134.63
2007,VA,1726.29,6091.12,1069.83
2007,AZ,1294.72,4047.18,1028.01
2007,NV,1152.61,10344.43,1024.88
2007,TN,1192.20,5166.96,986.64
2007,MO,1209.60,11418.65,982.29
2007,IN,997.16,9125.70,909.03
2007,NE,1070.05,43705.22,895.23
2007,CA,1073.20,4597.49,892.27
2007,AL,1320.92,3396.43,873.15
2007,WY,948.26,6864.25,808.42
2007,CO,1052.30,5129.75,800.04
2007,OR,859.63,4316.74,793.01
2007,MI,943.15,7557.94,785.63
2007,WV,846.18,9911.46,781.72
2007,WI,819.39,9515.38,667.57
2007,WA,724.12,4129.79,653.70
2007,SD,835.82,7034.90,649.57
2007,SC,1214.82,2558.58,620.53
2007,PA,841.23,6626.46,611.21
2007,MS,1851.80,1697.81,593.00
2007,IL,736.33,7374.50,549.10
2007,MD,1014.75,3276.14,512.54
2007,NC,834.80,3417.14,506.71
2007,ND,565.48,8845.02,413.91
2007,NY,634.80,4366.55,409.54
2007,IA,447.15,5071.54,391.68
2007,MN,501.90,4893.61,356.86
2007,NJ,797.99,3654.29,316.12
2007,KS,419.38,7726.06,309.61
2007,ID,400.05,2878.26,307.47
2007,RI,376.96,2310.46,273.90
2007,AR,343.79,1218.60,262.70
2007,MT,280.06,4831.62,238.83
2007,HI,305.80,750.76,222.43
2007,NH,498.55,1544.69,198.13
2007,MA,338.04,1718.95,195.91
2007,AK,189.04,314.61,190.08
2007,OH,772.02,3567.18,189.75
2007,ME,408.99,1316.30,148.52
2007,DC,785.16,1327.80,42.07
2008,NM,1351.13,10945.19,1451.78
2008,UT,1669.97,21192.82,1417.05
2008,LA,2004.69,3715.82,1382.18
2008,KY,1505.77,12110.22,1339.01
2008,TX,1965.34,9926.85,1246.67
2008,FL,1730.08,5140.46,1246.09
2008,OK,1406.37,8314.46,1185.54
2008,GA,1720.21,4240.22,1095.80
2008,TN,1222.61,5062.98,1026.09
2008,AZ,1295.90,3798.31,1024.77
2008,VA,1715.19,5824.62,1021.69
2008,MO,1195.15,16576.81,990.02
2008,NV,1148.05,8273.14,986.29
2008,IN,1030.04,8943.16,936.23
2008,AL,1361.15,3429.28,891.63
2008,CA,1058.97,4360.04,869.17
2008,NE,963.45,27183.22,847.88
2008,WY,942.96,7615.36,832.73
2008,OR,859.15,4752.40,792.99
2008,WV,847.74,10816.69,781.01
2008,MI,925.11,7726.70,780.46
2008,CO,996.68,4618.26,762.89
2008,WI,807.45,9646.75,692.11
2008,SD,846.24,8872.69,683.27
2008,WA,729.64,3759.94,663.72
2008,PA,880.59,6796.43,644.33
2008,MS,1919.66,1752.54,617.47
2008,SC,1212.36,2523.07,610.45
2008,IL,752.05,7535.91,561.29
2008,MD,1022.96,3270.34,529.87
2008,NC,849.06,3316.23,525.66
2008,NY,639.37,4482.01,421.27
2008,ND,603.35,8959.56,417.38
2008,IA,461.47,5326.61,403.84
2008,MN,495.37,4694.78,342.50
2008,NJ,772.85,3440.80,317.80
2008,KS,415.26,7440.11,311.45
2008,ID,390.42,2982.48,307.18
2008,AR,367.25,1297.41,282.30
2008,RI,367.12,2679.46,260.09
2008,MT,288.05,5123.48,250.29
2008,HI,306.95,478.65,231.27
2008,NH,506.23,1624.31,204.98
2008,MA,339.18,1606.19,197.87
2008,AK,197.82,453.77,195.80
2008,OH,789.68,3217.73,195.16
2008,ME,419.54,1203.18,144.71
2008,DC,701.94,1302.37,53.20
2009,NM,1851.59,12350.27,2041.69
2009,LA,1901.55,3778.57,1679.30
2009,UT,1742.28,18724.43,1453.83
2009,KY,1515.47,11038.27,1341.24
2009,TX,1934.61,9809.08,1249.63
2009,OK,1421.69,8384.85,1215.67
2009,FL,1696.34,4983.60,1215.40
2009,GA,1737.06,4355.66,1100.72
2009,TN,1231.17,4935.35,1055.74
2009,NV,1197.19,8425.18,1027.37
2009,AZ,1308.09,3920.18,1023.67
2009,MO,1177.21,13225.66,1005.22
2009,IN,1054.91,9222.78,962.68
2009,AL,1386.34,3534.86,949.39
2009,WY,916.41,5911.84,857.68
2009,NE,941.58,19376.55,849.16
2009,CA,1036.15,4280.80,837.36
2009,WV,885.75,10383.95,829.93
2009,OR,850.24,4767.41,796.64
2009,MI,886.18,7366.84,741.58
2009,CO,984.88,4782.24,728.21
2009,WI,821.94,9423.69,686.45
2009,PA,904.61,6787.27,673.93
2009,SD,847.43,7547.01,673.82
2009,WA,721.80,3797.44,668.40
2009,OH,800.57,6636.20,649.22
2009,SC,1212.51,2477.83,614.86
2009,MS,1937.43,1789.10,588.76
2009,IL,749.00,8359.26,542.42
2009,MD,1002.20,3218.32,521.05
2009,VA,1697.25,2990.47,517.12
2009,NC,850.36,3455.12,515.93
2009,NY,642.82,4321.77,430.78
2009,ND,565.17,7643.93,407.18
2009,IA,465.01,4934.78,399.81
2009,MN,510.20,5080.03,349.04
2009,MA,550.24,2897.42,320.02
2009,KS,416.90,7342.59,318.40
2009,NJ,762.50,3362.26,318.04
2009,ID,385.99,3263.03,314.43
2009,AR,387.23,1375.79,295.74
2009,MT,299.17,5283.21,239.98
2009,RI,319.19,1838.09,231.43
2009,HI,289.57,563.03,229.02
2009,NH,523.52,1351.75,208.41
2009,AK,209.47,581.68,196.75
2009,ME,435.46,1386.25,150.91
2009,DC,688.81,1397.83,46.09
2010,NM,1737.32,8034.00,1863.39
2010,LA,1903.95,3705.48,1728.04
2010,UT,1800.40,16256.53,1547.83
2010,KY,1547.66,9605.07,1395.21
2010,TX,1950.26,9671.11,1255.68
2010,OK,1465.63,7081.30,1243.60
2010,FL,1675.38,4717.59,1227.80
2010,TN,1290.57,4802.62,1115.49
2010,GA,1710.00,4099.71,1102.59
2010,AZ,1268.10,3453.80,1022.49
2010,NV,1168.01,4888.08,1018.73
2010,MO,1178.86,11450.64,1009.87
2010,IN,1076.04,8103.43,991.80
2010,AL,1371.02,3418.31,957.11
2010,WV,920.41,7578.98,875.43
2010,OR,842.47,3818.07,835.84
2010,WY,902.29,5592.90,825.51
2010,CA,991.21,3760.95,803.60
2010,MS,1975.70,1610.08,754.21
2010,CO,1009.79,5533.62,748.12
2010,MI,874.00,7065.40,715.57
2010,WA,713.81,3270.54,696.22
2010,NE,849.16,18330.41,691.41
2010,WI,809.96,8378.90,681.71
2010,PA,910.05,6287.75,677.98
2010,SD,839.12,5230.10,670.82
2010,OH,817.78,6280.72,670.13
2010,SC,1179.27,2415.29,607.07
2010,IL,795.21,7697.92,580.54
2010,MD,1010.72,3056.95,545.07
2010,NC,858.77,3294.23,538.92
2010,VA,1709.77,3037.67,538.89
2010,NY,636.29,4057.31,428.44
2010,ND,647.49,4839.05,425.32
2010,IA,479.85,5342.76,415.46
2010,MN,496.34,4216.75,350.71
2010,KS,427.15,5928.48,325.16
2010,MA,540.22,2820.05,321.36
2010,NJ,751.56,3263.08,321.18
2010,ID,375.61,2194.01,310.89
2010,AR,403.72,1384.64,309.20
2010,MT,310.88,4676.39,244.49
2010,RI,309.56,1828.08,225.60
2010,HI,283.87,493.89,213.35
2010,NH,523.64,1218.56,198.48
2010,AK,212.79,320.76,196.32
2010,ME,456.07,1604.94,196.19
2010,DC,686.88,1319.30,46.39
2011,LA,1927.63,3690.80,1706.37
2011,NM,1670.41,6988.98,1664.74
2011,UT,1823.27,15550.65,1548.22
2011,KY,1627.17,8848.09,1466.11
2011,MS,2013.67,3529.17,1428.47
2011,TX,1983.38,8271.16,1285.22
2011,FL,1674.23,4479.20,1266.72
2011,OK,1462.58,7030.91,1255.84
2011,TN,1394.92,4689.65,1208.04
2011,NV,1243.12,10614.01,1156.77
2011,GA,1740.74,3825.68,1130.40
2011,AZ,1259.62,3244.64,1046.12
2011,MO,1190.35,10933.50,1028.91
2011,AL,1396.46,3312.19,999.40
2011,IN,1070.67,7124.44,978.40
2011,WV,969.73,6352.36,915.01
2011,WY,906.66,5756.85,844.01
2011,OR,836.18,3840.95,813.13
2011,CO,949.67,5407.04,742.79
2011,CA,912.08,3435.87,740.30
2011,MI,862.54,6956.52,710.05
2011,SD,901.31,4893.88,693.13
2011,WA,701.85,2950.18,685.81
2011,PA,910.73,6400.26,681.80
2011,WI,795.12,7003.02,666.27
2011,OH,810.38,5912.29,661.23
2011,IL,815.98,6933.70,598.28
2011,SC,1146.82,2313.08,595.87
2011,MD,1028.84,3069.31,575.76
2011,VA,1714.10,2879.05,554.08
2011,NC,861.95,3288.91,543.86
2011,NH,522.49,2909.10,495.46
2011,NE,611.98,3120.28,478.33
2011,NY,643.16,3865.70,435.82
2011,ME,454.70,2959.59,429.52
2011,IA,459.98,5005.18,417.27
2011,ND,672.67,4607.76,406.21
2011,MN,485.17,4378.27,336.39
2011,KS,426.04,5002.20,325.78
2011,MA,549.05,2639.30,322.12
2011,NJ,699.46,3144.26,318.18
2011,AR,419.69,1349.05,315.78
2011,ID,372.68,2041.73,314.79
2011,MT,325.14,3707.52,243.97
2011,RI,293.01,1908.94,241.69
2011,AK,214.13,508.69,196.58
2011,DC,656.19,1371.55,36.27
2011,HI,266.26,0.00,0.00
2012,MS,2139.69,3806.31,1755.72
2012,UT,1923.20,15590.02,1671.37
2012,KY,1712.65,8517.83,1549.27
2012,NM,1613.25,6892.22,1508.17
2012,LA,1916.85,3672.12,1378.17
2012,OK,1555.86,7040.32,1323.91
2012,TX,1948.33,7612.43,1303.03
2012,FL,1681.37,4360.99,1298.85
2012,TN,1426.85,4415.88,1245.36
2012,NV,1303.19,5071.54,1229.49
2012,GA,1761.52,3687.73,1141.23
2012,AZ,1268.83,3463.64,1101.38
2012,MO,1239.22,10552.64,1072.74
2012,AL,1429.40,3356.31,1043.71
2012,IN,1080.76,6334.14,986.09
2012,WV,1042.73,5946.13,985.88
2012,WY,917.64,3879.51,829.84
2012,OR,826.83,3740.99,791.44
2012,SD,982.53,3635.03,768.26
2012,CO,941.14,4431.56,740.89
2012,WA,734.33,2679.80,734.92
2012,CA,870.86,3385.77,728.95
2012,MI,879.02,6973.15,726.64
2012,PA,934.38,6227.80,717.00
2012,OH,818.60,5330.31,677.21
2012,WI,800.61,6792.78,674.93
2012,SC,1150.60,2283.59,639.00
2012,IL,842.90,6945.96,619.15
2012,VA,1726.61,2988.32,580.36
2012,NC,868.28,3081.79,570.54
2012,MD,1000.34,2802.67,565.93
2012,NH,553.46,2464.11,512.69
2012,NE,616.20,2894.42,463.26
2012,ND,674.83,3114.60,455.69
2012,NY,658.26,3782.74,443.60
2012,ME,464.48,2872.39,426.87
2012,IA,469.11,4516.60,420.71
2012,MN,503.64,3754.32,361.19
2012,KS,433.47,4190.87,341.20
2012,MA,545.53,2483.26,336.81
2012,NJ,707.47,3063.82,335.38
2012,AR,441.02,1387.35,334.95
2012,ID,377.71,2078.54,328.81
2012,MT,341.62,3372.17,256.45
2012,RI,290.91,1641.46,209.68
2012,AK,224.46,444.25,203.10
2012,HI,249.44,327.41,195.74
2012,DC,585.99,1059.35,39.68
2013,MS,2207.33,3842.53,1999.44
2013,UT,1997.89,14608.03,1643.93
2013,KY,1671.11,8132.03,1499.37
2013,TX,2027.91,7105.71,1404.95
2013,OK,1626.55,6793.19,1378.63
2013,NM,1569.12,6088.21,1377.08
2013,TN,1466.11,4377.86,1279.27
2013,NV,1511.18,4543.34,1273.60
2013,FL,1669.54,4263.88,1263.46
2013,GA,1840.58,3758.36,1212.14
2013,VA,1761.54,5301.69,1158.03
2013,AZ,1316.75,3580.23,1156.67
2013,MO,1277.63,10286.73,1103.22
2013,LA,1918.07,3423.48,1074.90
2013,AL,1420.69,3302.27,1041.91
2013,IN,1120.45,6214.35,1036.51
2013,WV,1029.76,5843.12,907.88
2013,WY,948.47,4323.23,871.48
2013,OR,853.64,4016.05,865.74
2013,SD,972.62,3217.21,773.23
2013,CA,907.12,3471.28,764.65
2013,WA,760.49,2933.10,757.00
2013,MI,893.74,6938.06,744.72
2013,CO,926.82,4293.69,732.96
2013,PA,956.58,6222.27,729.16
2013,OH,858.20,5113.08,711.02
2013,WI,823.73,6555.21,672.30
2013,IL,841.61,6195.95,617.86
2013,SC,1145.66,2137.33,616.45
2013,NC,886.34,3021.78,585.68
2013,MD,1003.73,2829.16,564.38
2013,MT,724.01,5375.22,535.53
2013,NH,563.22,2729.23,526.57
2013,NE,622.49,2685.23,475.22
2013,NY,675.16,3817.02,463.08
2013,ME,492.01,2877.52,448.31
2013,IA,474.21,3726.08,417.13
2013,ND,645.66,2755.65,408.83
2013,MN,512.39,3928.19,368.02
2013,AR,465.80,1423.49,361.71
2013,NJ,701.66,2914.41,341.30
2013,KS,437.00,3491.97,338.70
2013,MA,513.31,2204.51,327.80
2013,ID,373.99,2994.81,321.44
2013,AK,232.03,459.02,212.59
2013,RI,291.34,1611.75,204.80
2013,HI,201.17,248.96,159.25
2013,DC,477.75,1031.09,27.89
2014,MS,2043.19,3486.63,1925.25
2014,UT,2028.52,12756.04,1733.23
2014,NM,1599.91,6175.33,1591.90
2014,KY,1715.97,8105.77,1575.89
2014,OK,1733.35,7100.31,1502.50
2014,TX,2033.38,6810.17,1463.27
2014,FL,1670.45,4229.33,1321.12
2014,TN,1478.81,4174.92,1311.44
2014,GA,1829.65,3781.11,1272.56
2014,AZ,1358.31,3337.43,1259.31
2014,MO,1322.19,9907.35,1165.38
2014,NV,1593.08,4482.36,1158.62
2014,LA,1997.28,3502.42,1127.39
2014,IN,1136.42,6061.86,1072.09
2014,AL,1380.74,3117.37,1026.38
2014,WY,959.69,5468.51,874.49
2014,OR,862.49,3733.21,836.76
2014,WV,920.98,4475.15,790.20
2014,CA,912.49,3265.97,777.57
2014,WA,780.18,3014.89,767.55
2014,MI,898.79,6656.58,756.21
2014,PA,969.59,6154.99,755.64
2014,OH,890.55,5405.55,748.70
2014,CO,962.77,4213.20,735.81
2014,SD,936.04,3815.99,726.75
2014,WI,825.12,6799.97,692.63
2014,VA,897.92,2848.04,672.31
2014,IL,837.87,5938.08,627.93
2014,SC,1107.92,2095.49,621.15
2014,NC,894.84,3000.54,605.32
2014,MD,1002.71,2783.63,573.11
2014,MT,729.05,4511.25,540.51
2014,NH,561.35,2532.87,526.80
2014,NE,648.78,2477.66,507.97
2014,ME,496.28,3008.72,473.32
2014,NY,688.64,3989.37,468.77
2014,ND,648.92,2789.80,431.77
2014,IA,494.53,3464.99,431.21
2014,MN,541.66,3853.99,398.18
2014,AR,456.65,1429.74,368.29
2014,KS,441.06,3386.61,351.30
2014,ID,377.41,2186.38,333.82
2014,NJ,692.34,2845.78,326.62
2014,MA,509.19,2092.26,319.16
2014,AK,234.14,551.83,219.45
2014,RI,294.23,1514.03,210.14
2014,HI,231.73,299.00,185.37
2014,DC,475.46,938.24,31.57
2015,MS,1997.67,3307.66,1964.26
2015,LA,2052.47,2802.69,1798.88
2015,NM,1502.69,5936.05,1643.20
2015,KY,1764.95,7657.81,1619.74
2015,UT,1958.13,11913.12,1613.79
2015,OK,1790.00,7184.53,1589.31
2015,TX,2030.02,6700.59,1465.93
2015,NV,1668.56,5650.55,1319.73
2015,TN,1470.42,4284.62,1308.47
2015,FL,1635.06,4082.15,1279.55
2015,GA,1819.47,3651.12,1272.28
2015,AZ,1379.49,3563.47,1249.55
2015,MO,1355.05,10671.61,1201.80
2015,IN,1106.99,5706.79,1057.04
2015,AL,1352.93,2968.52,989.66
2015,WY,1005.28,4841.62,878.03
2015,SD,994.94,4127.79,778.01
2015,WA,789.23,2738.03,773.88
2015,OH,921.78,5417.90,773.22
2015,PA,977.02,6073.65,769.73
2015,MI,896.11,6368.58,748.51
2015,CA,865.56,2991.81,723.41
2015,CO,945.20,4137.09,708.44
2015,WI,831.01,7092.38,688.97
2015,NC,896.00,2992.38,636.36
2015,VA,902.78,2658.13,633.35
2015,SC,1084.72,2075.45,623.46
2015,MD,982.95,2695.65,565.69
2015,MT,735.51,3126.68,554.95
2015,HI,629.40,895.31,517.90
2015,NE,652.07,2443.92,512.01
2015,NH,542.62,2438.58,509.00
2015,NY,693.79,3975.56,475.19
2015,IA,509.14,3388.15,463.11
2015,ND,669.86,3427.92,451.85
2015,ME,488.95,3685.88,442.49
2015,MN,544.37,3660.58,384.34
2015,AR,443.48,1397.23,372.69
2015,WV,423.57,4068.39,370.85
2015,KS,441.67,2997.17,354.74
2015,NJ,678.79,2790.65,330.96
2015,ID,379.00,1772.29,330.82
2015,MA,483.34,1839.93,308.61
2015,OR,298.30,1686.35,283.53
2015,AK,242.91,523.59,224.14
2015,RI,280.27,1517.21,191.61
2015,IL,275.55,2560.41,168.27
2015,DC,368.77,757.16,24.88
2016,LA,1981.73,3009.30,1968.98
2016,MS,1961.04,3243.86,1843.13
2016,KY,1881.96,7751.50,1739.72
2016,NM,1538.87,5695.71,1702.75
2016,UT,1969.78,12818.42,1619.29
2016,TX,2020.85,6648.10,1517.33
2016,OK,1731.49,6241.48,1508.06
2016,NV,1682.10,5476.51,1310.95
2016,TN,1485.40,4254.07,1310.63
2016,GA,1854.40,3803.14,1291.05
2016,FL,1592.19,3966.91,1254.95
2016,AZ,1371.91,3277.80,1247.15
2016,MO,1392.49,10423.34,1245.80
2016,IN,1081.93,5544.50,1035.14
2016,AL,1306.04,2819.42,983.84
2016,WY,990.83,4828.09,907.67
2016,SD,998.25,4320.09,820.87
2016,WA,776.28,2789.78,802.88
2016,PA,986.20,5951.61,770.89
2016,OH,907.15,4610.18,765.46
2016,CA,868.92,2985.91,737.26
2016,MI,885.45,5924.33,733.29
2016,CO,941.62,4019.53,717.53
2016,WI,851.18,6537.56,706.57
2016,VA,898.46,2364.04,683.45
2016,SC,1074.08,1959.76,646.35
2016,NC,892.69,3073.06,635.58
2016,MT,746.51,2685.86,586.00
2016,NH,569.61,2621.70,536.72
2016,NE,657.24,2334.40,510.29
2016,NY,700.53,3884.88,477.57
2016,IA,525.02,3642.25,474.05
2016,ME,496.28,3854.70,456.79
2016,ND,665.56,4560.05,441.18
2016,MN,553.33,3266.21,400.52
2016,WV,444.33,2968.02,384.00
2016,AR,448.77,1378.06,375.75
2016,KS,448.12,2794.54,361.32
2016,ID,380.89,1932.48,349.28
2016,MA,475.74,1749.94,306.75
2016,NJ,661.02,2663.08,306.55
2016,OR,296.74,1722.52,294.59
2016,AK,243.37,419.57,233.58
2016,MD,370.01,798.67,224.66
2016,RI,266.96,1351.40,186.60
2016,IL,278.72,2547.19,171.36
2016,DC,372.54,766.28,29.32
