,year,state,tot_imprisoned,tot_black_imprisoned,tot_white_imprisoned
104,1992,AR,176.09493333333333,526.4415942028985,118.61250000000001
105,1992,AZ,290.9053333333333,1423.2126666666663,208.07533333333333
106,1992,CA,822.5187719298244,3624.9682738095244,618.2580491913747
107,1992,CO,519.675511396844,5421.445055555556,395.836400862069
108,1992,CT,0.0,0.0,0.0
109,1992,DC,403.15,599.55,49.35
110,1992,DE,0.0,0.0,0.0
111,1992,FL,1104.6176119402985,1622.585671641791,247.95313432835817
112,1992,GA,1030.3747848070045,3160.4899617712654,508.4431957901769
113,1992,HI,76.286,177.52666666666667,86.02333333333333
114,1992,IA,248.3877947900052,11134.829994731295,229.85527472527474
115,1992,ID,216.63785714285717,16619.3764,176.16368421052633
116,1992,IL,391.7952495543673,7664.923108929408,294.23775918367346
117,1992,IN,213.77228260869572,11778.469775280897,197.95362637362632
118,1992,KS,179.05747474747477,11990.02039473684,133.98684210526318
119,1992,KY,584.8916939407343,6694.403291811685,466.657872433377
120,1992,LA,1215.1639062499994,3030.111919642857,513.5444742063489
121,1992,MA,195.11642857142857,1339.5571428571427,128.81428571428572
122,1992,MD,881.7562500000001,3486.3029528985517,416.6583333333333
123,1992,ME,101.52562499999999,376.13687500000003,93.79687499999999
124,1992,MI,626.7751676829267,8411.829199499687,497.3635077896787
125,1992,MN,227.68227702702703,6003.414218749999,93.8654166666667
126,1992,MO,625.6078803350619,9641.521119402987,523.9916939799331
127,1992,MS,687.5747244805781,1536.1137403846158,273.1497329059829
128,1992,MT,146.98775510204084,2648.5315384615387,93.12367346938774
129,1992,NC,684.8622727272727,562.9025510204082,83.45755102040818
130,1992,ND,178.5700218221495,1822.8587218045116,102.90914027149321
131,1992,NE,522.494357631311,5643.109245852188,553.3594967532467
132,1992,NH,355.601,1769.1819999999998,335.70900000000006
133,1992,NJ,706.4266666666666,3848.0738095238094,239.8829761904762
134,1992,NM,373.1778125000001,1694.0374074074073,159.16806451612905
135,1992,NV,1105.2573529411766,2497.42,255.65533333333332
136,1992,NY,391.26500000000004,3387.788632376395,237.76753781004234
137,1992,OH,436.9967411180774,2996.0356976744183,95.7256976744186
138,1992,OK,565.5157142857142,2908.8636369327073,450.25200518902886
139,1992,OR,478.21371428571433,3686.948476190476,434.246213235294
140,1992,PA,405.6898484848485,5269.988156565656,294.1851585623679
141,1992,RI,0.0,0.0,0.0
142,1992,SC,998.9613043478262,2059.5765217391304,459.2026570048308
143,1992,SD,463.82797286821705,8409.917357859531,376.87373643410854
144,1992,TN,612.1985263157896,1889.9523404255328,213.04726315789463
145,1992,TX,991.4367407788202,10895.02334361233,594.3909299014646
146,1992,UT,490.0901404853129,36314.128333333334,444.6000444444444
147,1992,VA,736.5830620907105,2849.83499492533,374.00600601216104
148,1992,VT,0.0,0.0,0.0
149,1992,WA,509.91876518218623,4093.801482142857,399.05000000000007
150,1992,WI,354.89338028169016,10371.275805455482,289.6450100603622
151,1992,WV,346.7809639794168,18678.02932307692,248.02221132897603
152,1992,WY,190.33347826086955,2153.640588235294,153.14000000000001
153,1993,AK,170.055,153.715,135.0325
154,1993,AL,802.6628358208958,2272.9761450559695,393.8322318097015
155,1993,AR,182.238,567.3567605633804,122.8297297297297
156,1993,AZ,302.40999999999997,1507.2466666666664,224.88200000000003
157,1993,CA,859.638947368421,3880.949583333333,647.8248354341736
158,1993,CO,526.851129943503,4259.257564935066,400.3163389581805
159,1993,CT,0.0,0.0,0.0
160,1993,DC,404.72,651.87,4.87
161,1993,DE,0.0,0.0,0.0
162,1993,FL,1135.4638805970148,1583.1285074626862,250.45223880597018
163,1993,GA,1096.9791399166868,3405.7342840579718,536.0753624999998
164,1993,HI,87.56,128.655,68.214
165,1993,IA,269.9845156786941,12146.06688215103,244.54166049953756
166,1993,ID,233.07571428571424,17743.49037037037,179.882
167,1993,IL,415.03929292929297,7405.8970199692785,309.5095104102247
168,1993,IN,235.8423913043477,14213.240561797755,213.6646153846154
169,1993,KS,187.35555555555553,16084.249736842105,145.97680412371133
170,1993,KY,598.2958167477516,7364.954491239892,486.80059168443495
171,1993,LA,1299.0834375,3256.7962500000003,533.0259375000003
172,1993,MA,215.70499999999998,1872.9071428571426,141.15785714285713
173,1993,MD,922.01125,3571.3546920289855,424.2108333333334
174,1993,ME,336.1252083333333,1512.36375,320.73725
175,1993,MI,653.4532776272206,9618.335971518987,521.8974551886793
176,1993,MN,234.73792254733223,7090.484089026915,172.64307476307474
177,1993,MO,618.00518972332,10124.737518037517,505.61585093167696
178,1993,MS,704.8895904847936,1552.820375,274.64878676470573
179,1993,MT,149.01920000000007,2857.623461538461,91.01265306122448
180,1993,NC,692.0411,617.193939393939,81.46686868686868
181,1993,ND,177.53529187124929,1648.6030075187969,119.26511052166224
182,1993,NE,501.6052154743279,4755.679539473684,468.08510820743146
183,1993,NH,361.538,2245.0020000000004,345.126
184,1993,NJ,724.9185714285713,3870.5061904761906,239.91807142857144
185,1993,NM,406.07968750000003,1647.2714814814815,160.6841935483871
186,1993,NV,1208.369411764706,2258.7413333333334,261.4647058823529
187,1993,NY,400.15896551724137,3505.6635912531538,245.85172413793103
188,1993,OH,471.1508842737722,3391.4280232558144,99.7468604651163
189,1993,OK,641.2598581681477,1088.3056944444447,155.73831168831168
190,1993,OR,462.23657142857144,3342.2104377880178,419.9443125
191,1993,PA,419.9014360018092,5475.3577591706535,303.0215454545455
192,1993,RI,0.0,0.0,0.0
193,1993,SC,1022.6791304347826,2157.4019565217386,443.8742657004832
194,1993,SD,467.8982043461684,8767.675942028984,402.6868881506091
195,1993,TN,610.8427368421053,2352.9635753931543,469.0782396416573
196,1993,TX,1049.4281164516135,10346.091548319122,628.0375331500949
197,1993,UT,490.22888888888883,42628.27611111112,436.2888888888889
198,1993,VA,779.7152401164201,2994.02818460442,382.8140322580646
199,1993,VT,0.0,0.0,0.0
200,1993,WA,509.6744767844768,3714.430770186336,405.12360742705573
201,1993,WI,374.63524256651027,9261.054116883119,303.4476097763049
202,1993,WV,366.519239057239,23893.56638986629,262.30766439909297
203,1993,WY,193.31869565217394,2486.0044444444447,158.05391304347827
204,1994,AK,147.2225,133.3325,117.0275
205,1994,AL,838.2771641791047,2429.247940298507,426.7446537802789
206,1994,AR,192.81613333333328,693.1856338028172,127.88554054054055
207,1994,AZ,318.7879999999999,1240.0986666666665,250.4
208,1994,CA,894.2882456140351,3972.0547077922074,701.1150214285714
209,1994,CO,564.9790358432897,6495.528227272727,436.23948965517235
210,1994,CT,0.0,0.0,0.0
211,1994,DC,411.48,658.67,58.67
212,1994,DE,0.0,0.0,0.0
213,1994,FL,1178.6440298507462,1643.8676119402978,272.57731343283587
214,1994,GA,1241.7326540911727,3647.9176495787524,602.1879858923435
215,1994,HI,114.53200000000001,177.23333333333335,85.294
216,1994,IA,284.8731101190476,15141.554020807835,254.72917553191496
217,1994,ID,240.11928571428564,17142.291785714286,198.21799999999996
218,1994,IL,430.59844028520496,8361.269983805665,322.3622222222223
219,1994,IN,251.88173913043477,15789.159101123598,228.62736263736267
220,1994,KS,211.52696969696964,23793.130519480517,158.2584536082474
221,1994,KY,637.5638537020518,8739.429143686502,508.65426889233953
222,1994,LA,1420.9826562500002,3627.608226686507,603.9549999999998
223,1994,MA,236.6514285714286,2097.0971428571434,142.15857142857146
224,1994,MD,948.6554166666666,3656.2023188405797,429.18375
225,1994,ME,353.42720833333334,1960.5816964285716,339.05316666666664
226,1994,MI,683.7541915085815,9427.551881071535,556.5305000000001
227,1994,MN,254.50717586649552,8610.153981244672,184.4291447368421
228,1994,MO,638.3179011857707,10271.70085772984,524.0061656314699
229,1994,MS,804.6627777777778,1764.6043611111113,318.0363356164384
230,1994,MT,154.28119999999998,3280.5040000000004,102.95244897959184
231,1994,NC,724.0900545454543,701.5716161616165,97.89989898989893
232,1994,ND,207.365597381342,2274.640902255639,137.1371225071225
233,1994,NE,491.5038959212376,3541.5165000000006,421.3885673187573
234,1994,NH,399.61699999999996,1227.3700000000001,381.837
235,1994,NJ,739.7985714285713,3997.255714285714,248.67142857142858
236,1994,NM,385.1870967741936,2100.8111111111107,163.63193548387096
237,1994,NV,1327.1817647058824,5245.535523809525,1316.4560294117648
238,1994,NY,427.4810344827587,4008.4238697318015,272.0882043734231
239,1994,OH,494.1644683908047,3801.1233720930236,102.85325581395344
240,1994,OK,720.0370129870132,2627.895833333333,170.35714285714286
241,1994,OR,492.29501680672263,2858.3693333333335,458.70941176470586
242,1994,PA,444.8715558570782,5838.960075757575,322.5126638477801
243,1994,RI,0.0,0.0,0.0
244,1994,SC,1036.9930434782611,2206.3804347826085,443.2673333333334
245,1994,SD,491.0981090354556,8523.054083333334,425.87383720930234
246,1994,TN,683.284444568869,2611.861528751754,526.9312765957447
247,1994,TX,1127.00998601626,10294.531565456213,682.8615996566853
248,1994,UT,530.4505820105819,60030.212631578965,455.8369800569801
249,1994,VA,838.6537842590346,3239.577837761447,400.6258117398203
250,1994,VT,0.0,0.0,0.0
251,1994,WA,520.9250539811067,4083.833642857143,412.3637454212454
252,1994,WI,416.03839397496074,11985.914159663862,342.8925078831195
253,1994,WV,371.3616363636365,15911.607518207287,258.7309586056645
254,1994,WY,223.10913043478263,3213.242777777778,172.29913043478257
255,1995,AK,131.1675,128.0125,104.045
256,1995,AL,893.9326865671642,2553.981519674356,451.1091826581379
257,1995,AR,207.40826666666666,864.392816901409,138.7809459459459
258,1995,AZ,344.2946666666667,1471.7026666666668,246.48933333333332
259,1995,CA,965.0178947368422,4407.3837012987005,786.6324038461537
260,1995,CO,588.9999388719089,6211.532606951872,441.7380858550316
261,1995,CT,0.0,0.0,0.0
262,1995,DC,415.91,685.95,28.7
263,1995,DE,0.0,0.0,0.0
264,1995,FL,1236.745671641791,4918.807014925374,719.1643283582089
265,1995,GA,1291.9085670242935,3667.912391414461,632.6833187611602
266,1995,HI,155.238,388.89000000000004,114.49000000000001
267,1995,IA,302.3749213435375,18815.199342105258,84.20936170212767
268,1995,ID,254.4833333333334,15279.732142857143,215.28675000000004
269,1995,IL,447.0162210338682,8736.561061403505,332.15616161616157
270,1995,IN,272.6453260869564,17353.69449438202,242.80956043956039
271,1995,KS,233.72656565656573,25448.454805194808,174.5692783505155
272,1995,KY,705.9669534129445,10749.285069310741,575.470364010989
273,1995,LA,1516.8281250000005,3826.5071875000003,634.3175
274,1995,MA,266.10071428571433,2082.897857142857,157.3114285714286
275,1995,MD,986.6008333333333,3784.676920289855,456.59791666666666
276,1995,ME,352.5920416666667,2337.0332499999995,338.7445833333333
277,1995,MI,712.4896236073471,9669.568630098453,565.2333508064517
278,1995,MN,267.8517039295393,7467.08979710145,184.2527226720648
279,1995,MO,687.2426640316205,12548.231407462685,563.4831428571429
280,1995,MS,893.207804878049,1962.138375,328.72379588607583
281,1995,MT,159.45620000000008,3728.8968000000004,115.80183673469386
282,1995,NC,756.279388888889,788.3957575757573,117.99474747474747
283,1995,ND,229.42534275248556,4644.625214285714,174.74464285714288
284,1995,NE,570.196275668073,6993.937972222223,500.1268065099458
285,1995,NH,401.32399999999996,2204.2295714285715,384.80999999999995
286,1995,NJ,782.2119047619047,4177.093333333333,262.20428571428573
287,1995,NM,430.2341935483871,2975.0366666666664,196.01193548387093
288,1995,NV,1337.5494117647058,7302.849,1286.339375
289,1995,NY,460.1872413793103,4109.380054446461,287.99355761143823
290,1995,OH,528.9931935736677,4201.5723255813955,112.43755813953486
291,1995,OK,800.849090909091,3603.6558333333337,196.19389610389607
292,1995,OR,516.2769607843138,3380.1499999999996,483.2988235294117
293,1995,PA,490.25649479873357,6168.118554778555,354.1368367346938
294,1995,RI,0.0,0.0,0.0
295,1995,SC,1092.7028260869567,2351.2289130434783,458.2135265700484
296,1995,SD,499.43897826915736,8400.341666666665,397.21735348837205
297,1995,TN,739.2679742441211,3088.0093456221202,550.4569596864503
298,1995,TX,1146.167114630907,10461.654289477729,663.3938902827186
299,1995,UT,606.0827248677247,125069.5843859649,529.3710113960115
300,1995,VA,897.8978225806452,3485.63209622238,411.0441129032258
301,1995,VT,0.0,0.0,0.0
302,1995,WA,548.8876923076923,4675.9685714285715,458.9858974358975
303,1995,WI,446.3167566510173,14629.179798971481,373.8310328638497
304,1995,WV,419.468,23487.9217948718,294.0503846153847
305,1995,WY,251.03782608695653,3901.1983333333337,203.14434782608703
306,1996,AK,115.56,115.82,92.155
307,1996,AL,932.9753731343285,2687.5426865671634,470.7360914179105
308,1996,AR,222.41039999999998,987.1666666666669,150.53459459459455
309,1996,AZ,355.87333333333333,1481.2506666666666,241.58133333333328
310,1996,CA,1011.9435087719298,4280.349204545454,814.9386224489797
311,1996,CO,619.301369824951,6495.403409090908,474.6441091954023
312,1996,CT,0.0,0.0,0.0
313,1996,DC,419.9,628.68,104.74
314,1996,DE,0.0,0.0,0.0
315,1996,FL,1222.010447761194,4864.456652084406,727.9804348944931
316,1996,GA,1299.7250585768898,3632.8740204538203,646.6244722391701
317,1996,HI,212.21599999999998,639.535,152.354
318,1996,IA,323.9477083333332,15258.40907894737,88.88989361702127
319,1996,ID,268.1383333333333,12540.4225,231.539
320,1996,IL,459.7366280451574,9320.16687770898,340.1567676767678
321,1996,IN,281.7044565217392,17221.756516853933,252.0775824175824
322,1996,KS,254.4715151515151,27048.81519480519,186.16670103092775
323,1996,KY,754.2374868421053,11494.961600145138,597.8660728021978
324,1996,LA,1628.8389062500005,3940.28796875,695.1698958333334
325,1996,MA,277.87999999999994,2035.322142857143,157.73785714285714
326,1996,MD,1001.7833333333333,3680.827065217391,460.06416666666667
327,1996,ME,345.3620000000001,2412.1408035714285,328.7740416666667
328,1996,MI,745.9417961457391,10297.3271445393,589.9168333333334
329,1996,MN,285.07804565353354,6834.399705882353,198.5688345864662
330,1996,MO,805.3412806324113,12439.309566666663,658.6158822055138
331,1996,MS,1003.6563279132789,2189.037814873418,372.02717905405405
332,1996,MT,167.9544,4629.465200000001,128.46204081632652
333,1996,NC,793.4385464646464,882.5989898989893,133.03313131313138
334,1996,ND,243.86844615384615,6488.528785714287,172.5148717948718
335,1996,NE,597.9584655414908,4747.374730769231,484.5936783320925
336,1996,NH,416.36400000000003,2213.593,403.265
337,1996,NJ,793.4266666666665,4107.028095238095,247.34621553884713
338,1996,NM,453.98032258064524,2706.071851851852,203.0
339,1996,NV,1449.4405882352942,8569.74638095238,1304.1282352941175
340,1996,NY,470.58068965517236,4243.923802177859,307.86789318755257
341,1996,OH,557.3769096133752,3750.406395348838,116.92081395348838
342,1996,OK,875.8280519480517,5801.759027777777,203.4433766233766
343,1996,OR,570.9604369747899,3762.5258095238096,526.6362683823529
344,1996,PA,527.7087200361829,6158.043181818181,373.6562060606061
345,1996,RI,0.0,0.0,0.0
346,1996,SC,1126.8284782608698,2444.21618357488,459.4484833164814
347,1996,SD,515.6792832634387,8489.981458333334,416.35443344878774
348,1996,TN,754.8282799552072,3031.7628472529086,573.3777446808508
349,1996,TX,1189.1346409756097,5046.910398230086,231.0588979591837
350,1996,UT,678.9233068783069,111427.97774436089,594.9833925925925
351,1996,VA,905.0415298142716,3463.6715029618413,420.85526241679474
352,1996,VT,0.0,0.0,0.0
353,1996,WA,594.954358974359,4427.4385357142855,492.5526153846153
354,1996,WI,495.30090962441307,14120.92535211268,416.78248009797915
355,1996,WV,443.64781818181825,24138.94811051694,311.0726624737946
356,1996,WY,271.10739130434786,4464.168888888888,226.7213043478261
357,1997,AK,99.02250000000001,98.2575,78.935
358,1997,AL,972.2116417910447,2758.935495251018,499.0755970149254
359,1997,AR,235.2072,1133.1494366197182,160.27527027027037
360,1997,AZ,361.748,1519.853333333333,256.02000000000004
361,1997,CA,1055.7249122807016,4650.4035674603165,857.7192587601079
362,1997,CO,657.7192154182612,6408.7688636363655,502.07459093982413
363,1997,CT,0.0,0.0,0.0
364,1997,DC,407.52,681.33,50.94
365,1997,DE,0.0,0.0,0.0
366,1997,FL,1236.2410447761195,4829.778751243782,752.0538756218906
367,1997,GA,1347.710437660296,3926.2300459855824,677.6643346030595
368,1997,HI,301.082,688.3966666666666,227.344
369,1997,IA,341.67999999999995,17745.1475,97.65989361702128
370,1997,ID,279.48,11041.7,245.21099999999996
371,1997,IL,488.18943850267374,9799.767645510838,359.6388191919191
372,1997,IN,298.5579347826087,18632.96797752809,267.84703296703293
373,1997,KS,276.1456565656567,29503.629350649346,203.49515463917535
374,1997,KY,847.1551326846529,17564.27175087943,688.2320694716244
375,1997,LA,1759.5995312499995,4186.469375000001,783.8840625
376,1997,MA,280.72214285714284,2109.6721428571427,159.74928571428572
377,1997,MD,1038.8304166666667,3843.5145289855063,470.2387499999999
378,1997,ME,339.0862083333334,3948.1075,319.09374999999994
379,1997,MI,790.0322161999397,10196.975634383278,629.3061136363636
380,1997,MN,304.97951219512197,7982.471064676615,204.01808479532167
381,1997,MO,823.8553913043477,9450.5497,151.10219047619043
382,1997,MS,1050.2710749774164,2208.568,395.5111639610391
383,1997,MT,175.15039999999996,4720.2112,140.35795918367344
384,1997,NC,828.3774676767679,992.2357575757576,147.56595959595953
385,1997,ND,260.69616987179484,5384.029122807018,193.8524358974359
386,1997,NE,663.9757109214012,5898.722666666667,527.8630162748643
387,1997,NH,438.971,2763.3590000000004,413.981
388,1997,NJ,811.0157142857145,4124.957666666667,261.9489761904762
389,1997,NM,447.5777419354839,2841.8518518518513,218.94290322580642
390,1997,NV,1508.7170588235294,5026.372,1300.0023529411762
391,1997,NY,486.04051724137923,4519.0255498602055,311.68762630312744
392,1997,OH,577.1792855276907,3588.242674418604,127.83151162790696
393,1997,OK,957.1932467532466,5032.218732394367,232.77753246753247
394,1997,OR,588.1142941176472,14471.909333333331,528.9836809269162
395,1997,PA,547.5388353686116,6394.55275058275,385.300980012895
396,1997,RI,0.0,0.0,0.0
397,1997,SC,1154.0197826086953,2501.602140096619,474.8038357487922
398,1997,SD,533.6240457733481,10257.163602484472,442.97939922480623
399,1997,TN,794.7090671892498,3352.9152158562033,598.6717099664053
400,1997,TX,1247.7285226016265,4966.022168141596,239.31330612244906
401,1997,UT,752.4053571428572,103412.37210526317,349.7722222222223
402,1997,VA,938.4626783968716,3644.4839750654355,433.2637403993855
403,1997,VT,0.0,0.0,0.0
404,1997,WA,619.011282051282,5163.686,522.2658205128205
405,1997,WI,535.3721987480438,17503.745381019176,453.03204846727425
406,1997,WV,474.82709090909077,23095.417558275065,354.53829140461215
407,1997,WY,302.94695652173925,5198.698888888889,257.78434782608696
408,1998,AK,84.07000000000001,91.7875,67.6625
409,1998,AL,1014.4823880597014,2948.774839439168,523.8028216062545
410,1998,AR,244.0890666666666,1213.688904109589,173.30905405405403
411,1998,AZ,380.6546666666666,1720.0333333333333,270.96933333333334
412,1998,CA,1076.5942377495462,5117.555969387755,877.3457275132275
413,1998,CO,697.7392859127535,7966.203777777779,524.0944230769231
414,1998,CT,0.0,0.0,0.0
415,1998,DC,417.75,693.39,25.36
416,1998,DE,0.0,0.0,0.0
417,1998,FL,1264.0176119402984,4845.384318407961,767.9156393034825
418,1998,GA,1431.6176174620791,3984.019307331899,747.2490005441682
419,1998,HI,264.572,369.0466666666666,201.20600000000002
420,1998,IA,355.4518309707903,17076.702894736845,101.51787234042554
421,1998,ID,287.50428571428574,13495.890370370369,259.9142499999999
422,1998,IL,514.6885264408793,10653.526004576659,378.29008900890096
423,1998,IN,317.5084782608695,19676.812954545447,283.74164835164834
424,1998,KS,296.9784848484848,31032.200649350656,216.83731958762888
425,1998,KY,891.2225991449212,18712.638511530404,733.5256690777578
426,1998,LA,1906.88859375,4511.83375,833.48
427,1998,MA,280.04571428571427,1790.053571428571,164.24499999999995
428,1998,MD,1077.2858333333334,3833.1933333333336,477.07416666666666
429,1998,ME,347.01058333333333,1117.125,115.14187500000001
430,1998,MI,821.6126708822642,10315.446196356901,668.1044353448276
431,1998,MN,317.83545392953926,7733.052710084034,219.47702380952387
432,1998,MO,845.9377549407118,9471.3915,160.19295238095236
433,1998,MS,1083.3620310147548,2230.2312453703707,429.4720135135134
434,1998,MT,192.61920000000006,5951.3408,169.95081632653063
435,1998,NC,842.6448676767677,1020.9474747474748,163.15686868686876
436,1998,ND,282.0143231961837,3429.8100000000004,107.5474358974359
437,1998,NE,727.1855136885486,6411.255622593069,590.3309912640399
438,1998,NH,440.191,5235.085,414.587
439,1998,NJ,839.2528571428571,4281.289880952381,263.32744360902257
440,1998,NM,538.5383870967742,4461.781111111112,291.9493548387097
441,1998,NV,1450.3776470588234,978.0086666666667,350.4100000000001
442,1998,NY,506.2941379310344,4439.976642036125,323.3693103448275
443,1998,OH,582.7468717345873,4154.207906976743,132.19674418604654
444,1998,OK,1151.2850649350648,6638.40847222222,252.72974025974028
445,1998,OR,629.0745424836603,13605.159000000003,567.7517647058824
446,1998,PA,578.8236928991407,5833.078096179183,419.8601178451179
447,1998,RI,0.0,0.0,0.0
448,1998,SC,1177.4313043478264,2546.885217391304,498.99716885743186
449,1998,SD,601.8643565891472,8065.7298260869575,484.2103730620156
450,1998,TN,824.3460795072788,3602.419906498364,621.0924399450928
451,1998,TX,1293.728373821786,5894.071504424784,244.87477551020407
452,1998,UT,832.7203703703703,116112.88249999999,376.8088888888889
453,1998,VA,957.7961876832846,3664.4943645789535,430.89072580645166
454,1998,VT,0.0,0.0,0.0
455,1998,WA,659.5490148448044,5446.261904761905,568.7559230769232
